점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용
2026-03-03,2026-03,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,정리정돈,정리정돈,개선필요 [하],1.0,1. 화물차량 이동구간 원목 잔여물로 인해 밟고 지나가거나 핸들 급조작으로 인한 사고 위험 2. 원목 작업 중 발생 된 잔여물 정리정돈 필요,즉시처리,제거·차단,에이프런에 원목 작업 중 발생한 잔여물 정리정돈 완료,완료,"[군산항 7부두]
1. 화물차량 이동구간 원목 잔여물로 인해 밟고 지나가거나 핸들 급조작으로 인한 사고 위험
2. 원목 작업 중 발생 된 잔여물 정리정돈 필요",에이프런에 원목 작업 중 발생한 잔여물 정리정돈 완료
2026-03-02,2026-03,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,관리적미흡,관리적 미흡,개선필요 [하],1.0,운영건물 2층 캐비넷 보관 화학물질에 대한 MSDS자료가 구비되어 있지 않아 사용자 대상으로 유해성 정보 전달이 미흡함,즉시처리,점검·확인,캐비넷 보관 중인 화학물질에 대한 유해위험성을 파악 가능토록 물질안전보건자료 비치 (※ MSDS 비치 의무가 없는 안전확인대상 생활화학제품 제외),진행(조치 후),운영건물 2층 캐비넷 보관 화학물질에 대한 MSDS자료가 구비되어 있지 않아 사용자 대상으로 유해성 정보 전달이 미흡함,캐비넷 보관 중인 화학물질에 대한 유해위험성을 파악 가능토록 물질안전보건자료 비치 (※ MSDS 비치 의무가 없는 안전확인대상 생활화학제품 제외)
2026-03-02,2026-03,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,기타,기타,개선필요 [하],1.0,경인지사 운영건물 야드 방면 출입구 미끄럼방지 테이프 탈락으로 인하여 보행자 넘어짐 재해 위험 존재,즉시처리,기타,운영건물 야드 방면 출입구 미끄럼 방지 테이프 보강 조치 완료,진행(조치 후),경인지사 운영건물 야드 방면 출입구 미끄럼방지 테이프 탈락으로 인하여 보행자 넘어짐 재해 위험 존재,운영건물 야드 방면 출입구 미끄럼 방지 테이프 보강 조치 완료
2026-02-27,2026-02,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,정리정돈,정리정돈,개선필요 [하],1.0,"장기 미사용 보관 물품 정리,정돈 필요",즉시처리,제거·차단,"장기 미사용 보관물품 정리,정돈 완료",완료,"[사무실]
장기 미사용 보관 물품 정리,정돈 필요","[사무실]
장기 미사용 보관물품 정리,정돈 완료"
2026-02-27,2026-02,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,충돌,충돌,개선필요 [하],1.0,선내 파이프 안착 후 벨트 해체 시 후크와 근로자 머리 또는 가슴부위 충돌 우려 빔을 더 하강시켜 해체 진행 높이를 가능한 무릎아래 쪽에서 진행,즉시처리,기타,현재 빔을 충분히 하강 시킨 후 무릎아래 에서 벨트 해체 진행,완료,"[대불부두]
선내 파이프 안착 후 벨트 해체 시 후크와 근로자 머리 또는 가슴부위 충돌 우려 
빔을 더 하강시켜 해체 진행 높이를 가능한 무릎아래 쪽에서 진행 ","[대불부두]
현재 빔을 충분히 하강 시킨 후 무릎아래 에서 벨트 해체 진행 "
2026-02-27,2026-02,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,충돌,충돌,개선필요 [하],1.0,"작업 공간 미구획으로 외부인, 외부차량 출입 가능성 高 → 공간구획 필요",즉시처리,제거·차단,"작업공간 라바콘 배치로 외부차량, 외부인 접근 통제 시각적 표식",완료,"[대불부두]
작업 공간 미구획으로 외부인, 외부차량 출입 가능성 高 → 공간구획 필요","[대불부두]
작업공간 라바콘 배치로 외부차량, 외부인 접근 통제 시각적 표식 "
2026-02-27,2026-02,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,추락,추락,개선필요 [하],1.0,선측 파이프 권상 시 현재 대피한 안전거리 보다 추가 안전거리 확보 필요,즉시처리,기타,추가 안전거리로 선대피하여 권상 진행,완료,"[대불부두]
선측 파이프 권상 시 현재 대피한 안전거리 보다 추가 안전거리 확보 필요","[대불부두]
추가 안전거리로 선대피하여 권상 진행"
2026-02-27,2026-02,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,충돌,충돌,개선필요 [하],1.0,외부차량 정차로 작업 간 화물과 충돌 우려,즉시처리,기타,차량 지정 주차 공간 이동 완료,완료,"[대불부두]
외부차량 정차로 작업 간 화물과 충돌 우려","[대불부두]
차량 지정 주차 공간 이동 완료"
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 부두 배수펌프 준설작업시 주변 통제 미흡 - 해당 작업업체에 주변 통제 요청,즉시처리,제거·차단,- 해당 작업구간 주변 통제 진행,완료,"- 유연탄 부두 배수펌프 준설작업시 주변 통제 미흡
- 해당 작업업체에 주변 통제 요청",- 해당 작업구간 주변 통제 진행
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,화재·폭발,화재,개선필요 [하],1.0,- 대기인원 없는 항운노조 휴게실 내 난방기 전원 미차단,즉시처리,제거·차단,- 해당 난방기 전원 차단 - 항운노조에 자리 이석시 난방기 사용수칙 전달,완료,- 대기인원 없는 항운노조 휴게실 내 난방기 전원 미차단,"- 해당 난방기 전원 차단
- 항운노조에 자리 이석시 난방기 사용수칙 전달"
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 부두 내 안전표지판 분진에 의한 오염으로 식별 불가,즉시처리,기타,부두 내 안전표지판 일체 청소진행 완료,완료,- 부두 내 안전표지판 분진에 의한 오염으로 식별 불가,부두 내 안전표지판 일체 청소진행 완료
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 부두 내 배수로 작업도구 정리 불량,즉시처리,제거·차단,폐 작업도구 정리 실시 요청 완료,완료,- 부두 내 배수로 작업도구 정리 불량,폐 작업도구 정리 실시 요청 완료
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 부두 내 흡연구역 작업도구 및 염화칼슘 방치,즉시처리,제거·차단,작업도구 정리정돈 및 미사용 염화칼슘 폐기조치,완료,- 부두 내 흡연구역 작업도구 및 염화칼슘 방치,작업도구 정리정돈 및 미사용 염화칼슘 폐기조치 
2026-02-27,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 부두 내 타 업체 작업계획서 입간판 처리상태 불량,즉시처리,제거·차단,폐기조치 완료,완료,- 부두 내 타 업체 작업계획서 입간판 처리상태 불량,폐기조치 완료
2026-02-27,2026-02,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,정리정돈,정리정돈,개선필요 [하],1.0,이동구간(TT-01) 가압펌프 누수로 인한 결빙현상에 따른 재해위험,즉시처리,기타,가압펌프 누수 구간 수리조치 완료,완료,이동구간(TT-01) 가압펌프 누수로 인한 결빙현상에 따른 재해위험,가압펌프 누수 구간 수리조치 완료
2026-02-26,2026-02,광양지사,세방전지센터,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 세방전지센터,기타,기타,개선필요 [하],1.0,랩포장 설비 인근 비치된 대전방지제 용기의 식별이 불가하여 화학물질 오용 및 관리 부주의로 인한 안전사고 우려.,즉시처리,기타,대전 방지제 부착 완료,완료,랩포장 설비 인근 비치된 대전방지제 용기의 식별이 불가하여 화학물질 오용 및 관리 부주의로 인한 안전사고 우려.,대전 방지제 부착 완료
2026-02-26,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,지게차 시동키 분리 미흡 및 보관함에 시건조치 필요,즉시처리,점검·확인,지게차 시동키 분리 및 시건함에 보관조치여부 확인,완료,지게차 시동키 분리 미흡 및 보관함에 시건조치 필요,지게차 시동키 분리 및 시건함에 보관조치여부 확인
2026-02-26,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,비상조명등 커버 파손으로 교체 필요,즉시처리,설치·구조물,비상조명등 커버 교체 완료,완료,비상조명등 커버 파손으로 교체 필요,비상조명등 커버 교체 완료
2026-02-26,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,화재·폭발,화재,개선필요 [하],1.0,"흡연부스 내 가연성물질 방치로 정리조치 필요(스티로폼, 종이박스)",즉시처리,제거·차단,"흡연부스 내 종이박스, 스티로폼 등 가연성 물질 제거 완료",완료,"흡연부스 내 가연성물질 방치로 정리조치 필요(스티로폼, 종이박스)","흡연부스 내 종이박스, 스티로폼 등 가연성 물질 제거 완료"
2026-02-26,2026-02,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,기타,끼임 · 협착,개선필요 [하],1.0,창고 내부 보관중인 백 화물이 불안전한 상태로 적재되어 붕괴 및 전도로 인한 근로자 깔림 사고 위험.,즉시처리,제거·차단,일반부두 1번 창고에 보관 중인 불안전하게 적재된 코크스 화물을 이적하여 재적재 완료 (붕괴 및 전도 위험 제거),완료,창고 내부 보관중인 백 화물이 불안전한 상태로 적재되어 붕괴 및 전도로 인한 근로자 깔림 사고 위험.,"일반부두 1번 창고에 보관 중인 불안전하게 적재된 코크스 화물을 이적하여 재적재 완료
(붕괴 및 전도 위험 제거)"
2026-02-26,2026-02,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,화재·폭발,화재,개선필요 [하],1.0,"창고 내부 톤백 폐기물 정리정돈 미흡으로 비상시 소방시설(소화전, 제어반 등) 접근 불가 및 정상 작동 방해.",즉시처리,제거·차단,- 하포일반부두 산화물창고 내부 톤백 폐기물 처리 완료.,완료,"창고 내부 톤백 폐기물 정리정돈 미흡으로 비상시 소방시설(소화전, 제어반 등) 접근 불가 및 정상 작동 방해.",- 하포일반부두 산화물창고 내부 톤백 폐기물 처리 완료.
2026-02-26,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,화재·폭발,화재,개선필요 [중],2.0,미사용 선반 폐기 및 콘센트 바닥으로부터 이격처리 필요(화재위험),,미분류,,진행(조치 전),"미사용 선반 폐기 및 콘센트 바닥으로부터 이격처리
필요(화재위험)",
2026-02-26,2026-02,부산지사,용당,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 용당,추락,추락,개선필요 [하],1.0,화물차량 운전원 안전모 미착용으로 안전수칙 위반 → 안전모 착용할 수 있도록 조치,즉시처리,보호구지급,화물차량 운전원 즉시 안전모 착용 조치 완료,완료,화물차량 운전원 안전모 미착용으로 안전수칙 위반 → 안전모 착용할 수 있도록 조치,화물차량 운전원 즉시 안전모 착용 조치 완료
2026-02-26,2026-02,부산지사,우암,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [상],3.0,경비업체 불필요한 야드 보행으로 지게차 및 외부 화물차량 충돌 위험 → 불필요한 야드 보행금지 필요,즉시처리,기타,경비업체 공문 발신하여 불필요한 보행금지 요청 완료,완료,경비업체 불필요한 야드 보행으로 지게차 및 외부 화물차량 충돌 위험 → 불필요한 야드 보행금지 필요,경비업체 공문 발신하여 불필요한 보행금지 요청 완료
2026-02-26,2026-02,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,정리정돈,정리정돈,개선필요 [하],1.0,하역 작업 후 유연탄 분진으로 인한 정리정돈 필요 → 하역 부두 세척 및 정리정돈 실시,즉시처리,제거·차단,하역 부두 세척 및 정리정돈 완료,완료,하역 작업 후 유연탄 분진으로 인한 정리정돈 필요 → 하역 부두 세척 및 정리정돈 실시,[삼척] 하역 부두 세척 및 정리정돈 완료
2026-02-26,2026-02,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,기타,기타,개선필요 [하],1.0,물류창고 외부 안전보호구 착용 및 금연에 대한 안전표지 추가 부착 필요 → 안전보건 표지 제작 및 부착 실시,즉시처리,기타,물류창고 외부 안전보건 표지 게시 및 부착 완료,완료,물류창고 외부 안전보호구 착용 및 금연에 대한 안전표지 추가 부착 필요 → 안전보건 표지 제작 및 부착 실시,[동해] 물류창고 외부 안전보건 표지 게시 및 부착 완료
2026-02-26,2026-02,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,질식,질식,개선필요 [하],1.0,기존 밀폐공간 출입금지 표지 관련 편의성 및 시인성 확대를 위해 밀폐공간 표지의 추가 신규 제작 → 플렉서블 반사시트 및 자석 형식으로 제작 예정,즉시처리,설치·구조물,밀폐공간 출입금지 표지 관련 편의성 및 시인성 확대를 위해 밀폐공간 표지 신규 제작 및 설치완료,완료,기존 밀폐공간 출입금지 표지 관련 편의성 및 시인성 확대를 위해 밀폐공간 표지의 추가 신규 제작 → 플렉서블 반사시트 및 자석 형식으로 제작 예정,밀폐공간 출입금지 표지 관련 편의성 및 시인성 확대를 위해 밀폐공간 표지 신규 제작 및 설치완료
2026-02-25,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,외부에 비치된 소화기 전용 보관함에 보관 필요,,미분류,,진행(조치 전),외부에 비치된 소화기 전용 보관함에 보관 필요,
2026-02-25,2026-02,경남지사,중량(해송),INSPECTOR_15,EHS팀 책임,지사 주관,경남지사_ 중량(해송),관리적미흡,관리적 미흡,개선필요 [중],2.0,"세방20001호 현재 사용중인 보조 로프의 교체 주기에 따른 교체 필요. 현재 보유중인 보조로프(좌현,우현) : 사용시작일자 2015년 1월 pp 로프 : 로프의 교체일로부터 5년 super max rope : 로프의 교체일로부터 10년",즉시처리,제거·차단,1. 선수측 보관중이던 신규로프 선미측으로 옮긴 후 신환 2.기존 사용중이던 노후화(5년 이상 사용) 로프 추후 폐기처분 예정,완료,"세방20001호 현재 사용중인 보조 로프의 교체 주기에 따른 교체 필요.
현재 보유중인 보조로프(좌현,우현) : 사용시작일자 2015년 1월 

pp 로프 : 로프의 교체일로부터 5년
super max rope : 로프의 교체일로부터 10년
","1. 선수측 보관중이던 신규로프 선미측으로 옮긴 후 신환
2.기존 사용중이던 노후화(5년 이상 사용) 로프 추후 폐기처분 예정"
2026-02-25,2026-02,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,기타,기타,개선필요 [하],1.0,"산업재해 예방 및 사각지대의 확인, 안전에 대한 경각심 고취 및 안전문화 형성을 위해 직관적인 메시지 전달 2025년 슬로건 - 2026년 슬로건 변경 / 안전 슬로건 가슴 표찰형태 제작으로 시작적 효과 전달",즉시처리,기타,"2026년 강원지사 직원 참여형 안전슬로건 공모전을 통한 슬로건 선정 후 가슴 안전표찰 형태 제작 및 패용 실시(""위험보고 안전시작"")",완료,"산업재해 예방 및 사각지대의 확인, 안전에 대한 경각심 고취 및 안전문화 형성을 위해 직관적인 메시지 전달
2025년 슬로건 - 2026년 슬로건 변경 / 안전 슬로건 가슴 표찰형태 제작으로 시작적 효과 전달","[강원지사] 2026년 강원지사 직원 참여형 안전슬로건 공모전을 통한 슬로건 선정 후 가슴 안전표찰 형태 제작 및 패용 실시(""위험보고 안전시작"")"
2026-02-24,2026-02,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,1. 위험물저장소의 안전보건표지 노후화로 인한 교체 필요 2. 보관 수량 및 관리자 미표기상태로 표기하여 관리 요함,즉시처리,설치·구조물,1. 위험물저장소 신규 안전보건표지 제작 후 설치 완료 2. 보관수량 작성 및 관리자 표기 완료,완료,"1. 위험물저장소의 안전보건표지 노후화로 인한 교체 필요
2. 보관 수량 및 관리자 미표기상태로 표기하여 관리 요함","1. 위험물저장소 신규 안전보건표지 제작 후 설치 완료
2. 보관수량 작성 및 관리자 표기 완료"
2026-02-24,2026-02,부산지사,용당,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 용당,추락,추락,개선필요 [중],2.0,창고 외곽 사각지대 안전표지 미흡으로 작업자 추락 위험 → 작업자가 볼 수 있도록 추락주의 표지 부착 필요,즉시처리,교육·지도,추락주의 표지 부착 완료,완료,창고 외곽 사각지대 안전표지 미흡으로 작업자 추락 위험 → 작업자가 볼 수 있도록 추락주의 표지 부착 필요,추락주의 표지 부착 완료
2026-02-24,2026-02,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,정리정돈,정리정돈,개선필요 [하],1.0,사업장 내 폐기물 확인 및 정리정돈 미흡 → 폐기물 정리정돈 필요,즉시처리,제거·차단,사업장 내 폐기물 제거완료 및 정리정돈 실시,완료,사업장 내 폐기물 확인 및 정리정돈 미흡 → 폐기물 정리정돈 필요,[동해] 사업장 내 폐기물 제거완료 및 정리정돈 실시
2026-02-24,2026-02,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,화재·폭발,화재,개선필요 [하],1.0,소방 송수압력 명판 훼손으로 인한 송수압 식별 확인 미흡 → 소방 송수압력 명판 제작 및 부착 실시,즉시처리,기타,소방 송수압력 명판 제작 및 부착완료,완료,소방 송수압력 명판 훼손으로 인한 송수압 식별 확인 미흡 → 소방 송수압력 명판 제작 및 부착 실시,[동해] 소방 송수압력 명판 제작 및 부착완료
2026-02-23,2026-02,전북지사,군산항역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항역,화재·폭발,화재,개선필요 [하],1.0,1. 근로자 휴게실 자동확산소화기 설치 필요,즉시처리,설치·구조물,1. 근로자 휴게실 자동확산소화기 설치 완료,완료,"[전북지사 군산항역]
1. 근로자 휴게실 자동확산소화기 설치 필요","[전북지사 군산항역]
1. 근로자 휴게실 자동확산소화기 설치 완료"
2026-02-23,2026-02,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,감전,감전,개선필요 [하],1.0,운영건물 외부 전기차 충전시설 커버 잠금장치가 파손되어 빗물 유입에 따른 누전 위험 존재,즉시처리,설치·구조물,빗물 유입에 따른 누전 재해가 없도록 스테인리스 소재의 고정장치 시공 완료,진행(조치 후),운영건물 외부 전기차 충전시설 커버 잠금장치가 파손되어 빗물 유입에 따른 누전 위험 존재,빗물 유입에 따른 누전 재해가 없도록 스테인리스 소재의 고정장치 시공 완료
2026-02-23,2026-02,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [중],2.0,의왕CY 정비용으로 사용 중인 카운터발란스 지게차 내 방호장치(영상인체인식장치) 모니터 부품 고장으로 인한 후진 시 충돌 위험 존재,즉시처리,설치·구조물,"정비용 지게차 내 영상인체인식장치 모니터 AS 조치 및 정상작동 확인 완료, 사용 시 먼지 등 분진 유입을 방지할 수 있는 방안 강구 예정",진행(조치 후),의왕CY 정비용으로 사용 중인 카운터발란스 지게차 내 방호장치(영상인체인식장치) 모니터 부품 고장으로 인한 후진 시 충돌 위험 존재,"정비용 지게차 내 영상인체인식장치 모니터 AS 조치 및 정상작동 확인 완료, 사용 시 먼지 등 분진 유입을 방지할 수 있는 방안 강구 예정"
2026-02-23,2026-02,경북지사,영일만,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 영일만,관리적미흡,관리적 미흡,개선필요 [하],1.0,벌크창고 내 반사테이프 탈락 상태,즉시처리,기타,벌크창코 내 벽면 반사코팅지 재부착 실시,진행(조치 후),벌크창고 내 반사테이프 탈락 상태,벌크창코 내 벽면 반사코팅지 재부착 실시
2026-02-23,2026-02,경북지사,영일만,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 영일만,관리적미흡,관리적 미흡,개선필요 [하],1.0,영일만창고 외부 파손된 유리 존재(태풍으로 인한 파손분 방치),즉시처리,제거·차단,외부 파손 유리 정리정돈 실시,진행(조치 후),영일만창고 외부 파손된 유리 존재(태풍으로 인한 파손분 방치),외부 파손 유리 정리정돈 실시
2026-02-20,2026-02,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,1. 코일창고 내 소화전함 인근 파렛트 방지 2. 화재로 인한 긴급상황시 언제든 소화전함을 사용할 수 있도록 관리하여야 함 3. 파렛트는 소화전함 주변에 적치하지 않도록 하며 다른 곳으로 이격 요함,즉시처리,기타,1. 소화전함 앞에 있는 파렛트 이격조치 완료,완료,"[군산항 5부두]
1. 코일창고 내 소화전함 인근 파렛트 방지
2. 화재로 인한 긴급상황시 언제든 소화전함을 사용할 수 있도록 관리하여야 함
3. 파렛트는 소화전함 주변에 적치하지 않도록 하며 다른 곳으로 이격 요함",1. 소화전함 앞에 있는 파렛트 이격조치 완료
2026-02-20,2026-02,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,취급물질에 대한 MSDS 보관함에 별도 보관 필요(집게로 게시 X),,미분류,,진행(조치 전),취급물질에 대한 MSDS 보관함에 별도 보관 필요(집게로 게시 X),
2026-02-20,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,"- 유연탄 2부두 승,하선기 관리감독자 관리 미흡으로 해치커버 충돌위험",즉시처리,기타,"- 관리감독자 호출 및 승,하선기 미사용시 회수 요청",완료,"- 유연탄 2부두 승,하선기 관리감독자 관리 미흡으로 해치커버 충돌위험","- 관리감독자 호출 및 승,하선기 미사용시 회수 요청"
2026-02-20,2026-02,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 1부두 락카 사용 후 방치,즉시처리,제거·차단,- 미 사용 락카 폐기 조치,완료,- 유연탄 1부두 락카 사용 후 방치,- 미 사용 락카 폐기 조치
2026-02-20,2026-02,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,화재·폭발,화재,개선필요 [하],1.0,톤백 적재 불량에 따른 이동식계단 사용 불가 상태,즉시처리,기타,이동식계단 상시사용가능하도록 화물 막음조치 금지,진행(조치 후),톤백 적재 불량에 따른 이동식계단 사용 불가 상태,이동식계단 상시사용가능하도록 화물 막음조치 금지  
2026-02-20,2026-02,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,화재·폭발,화재,개선필요 [하],1.0,야외 야적작업 시 이용중인 사다리의 아웃트리거 미설치에 따른 전도위험,즉시처리,설치·구조물,사다리 아웃트리거 설치 및 현장비치,진행(조치 후),야외 야적작업 시 이용중인 사다리의 아웃트리거 미설치에 따른 전도위험,사다리 아웃트리거 설치 및 현장비치
2026-02-13,2026-02,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,1. 하버크레인 입출입구 시건장치 관리미흡 2. 장비 운행 후 입출입구 개방상태로 방지하여 제3자 및 관계자외 출입으로 인한 사고발생 위험 3. 하버크레인 사용 후 입출입구에 대한 시건장치 철저히 관리 필요,즉시처리,기타,1. 해당 하버크레인 운전원에게 시건요청하여 즉지 조치 완료,완료,"[군산항 5부두]
1. 하버크레인 입출입구 시건장치 관리미흡
2. 장비 운행 후 입출입구 개방상태로 방지하여 제3자 및 관계자외 출입으로 인한 사고발생 위험
3. 하버크레인 사용 후 입출입구에 대한 시건장치 철저히 관리 필요",1. 해당 하버크레인 운전원에게 시건요청하여 즉지 조치 완료
2026-02-13,2026-02,광양지사,롯데센터,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ 롯데센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,1.위험물 옥외장치장 배출로에 이물질이 다량 퇴적되어 배수 기능이 저하된 상태 1. 배출로 내 퇴적된 이물질을 제거하여 배수 기능 정상화 요함. 2. 비가 온뒤에는 우수펌프 일시개방하는 등 주기적으로 관리 요함.,즉시처리,제거·차단,"1)롯데물류센터 위험물 옥외장치장 배출로에 퇴적된 이물질을 제거하여 배수 기능이 원활히 유지되도록 조치하였습니다. 2)강우 후에는 배출로 상태를 주기적으로 점검하고, 필요 시 우수펌프를 일시적으로 개방하여 원활한 배수가 이루어지도록 관리하겠습니다.",완료,"<내용>
1.위험물 옥외장치장 배출로에 이물질이 다량 퇴적되어 배수 기능이 저하된 상태 
<요청사항>
1. 배출로 내 퇴적된 이물질을 제거하여 배수 기능 정상화 요함. 
2. 비가 온뒤에는 우수펌프 일시개방하는 등 주기적으로 관리 요함.","1)롯데물류센터 위험물 옥외장치장 배출로에 퇴적된 이물질을 제거하여 배수 기능이 원활히 유지되도록 조치하였습니다.

2)강우 후에는 배출로 상태를 주기적으로 점검하고, 필요 시 우수펌프를 일시적으로 개방하여 원활한 배수가 이루어지도록 관리하겠습니다."
2026-02-13,2026-02,광양지사,태인동,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ 태인동,화재·폭발,화재,개선필요 [하],1.0,1.호이스트 상부 전기배선의 피복이 손상되어 전선이 노출되어 합선 및 스파트로 인한 화재 위험 1. 전선 교체 또는 절연복구 조치 필요. 2. 사용금지/수리중/휴지중 등 표지를 조작부에 부착하여 임의 조작 금지 조치 필요,즉시처리,설치·구조물,호이스트 노후 배선 교체 완료 크레인 분전반 자물쇠 걸쇠 설치 완료하여 무단 조작 방지 조치 완료,완료,"<내용>
1.호이스트 상부 전기배선의 피복이 손상되어 전선이 노출되어 합선 및 스파트로 인한 화재 위험
<요청사항>
1. 전선 교체 또는 절연복구 조치 필요. 
2. 사용금지/수리중/휴지중 등 표지를 조작부에 부착하여 임의 조작 금지 조치 필요","호이스트 노후 배선 교체 완료
크레인 분전반 자물쇠 걸쇠 설치 완료하여 무단 조작 방지 조치 완료"
2026-02-13,2026-02,경남지사,마산항,INSPECTOR_15,EHS팀 책임,지사 주관,경남지사_ 마산항,끼임·협착,끼임ㆍ협착,개선필요 [하],1.0,파이프 야적장 보관 시 고임목 설치 미흡.,즉시처리,설치·구조물,고임목 설치 조치 확인.,완료,파이프 야적장 보관 시 고임목 설치 미흡. ,고임목 설치 조치 확인.
2026-02-13,2026-02,부산지사,우암,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [하],1.0,외부 쇼링업체 안전모 미착용으로 안전수칙 위반 → 안전모 착용할 수 있도록 조치,즉시처리,보호구지급,외부 쇼링업체 즉시 안전모 착용 조치 완료,완료,외부 쇼링업체 안전모 미착용으로 안전수칙 위반 → 안전모 착용할 수 있도록 조치,외부 쇼링업체 즉시 안전모 착용 조치 완료
